subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail
sub-6451366	L	50.33183515816927	383.8774624094367	546.0948560759425	854.2338321730494	231.0301602035761	670.8689198344946	771.3103745430708
sub-6451366	R	38.55440794676542	329.7679619193077	515.9846412241459	878.6405130922794	219.84530794620514	654.9064320102334	596.57483497262
