subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail
sub-7716381	L	42.072813272476196	337.65654806792736	518.3918726891279	722.1265080869198	191.54981535673141	608.0928883105516	487.2816938608885
sub-7716381	R	42.10984919965267	238.06693989038467	465.9489998072386	819.1976732164621	242.5853230059147	629.4996542185545	516.7252559661865
