subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail
sub-8854398	L	42.14687240868807	298.73169846087694	524.5396783165634	758.0511287003756	198.84583300724626	577.7973255254328	580.7972347214818
sub-8854398	R	46.77636190876365	291.9541258327663	524.7989297285676	804.568239197135	204.40122040733695	636.0177854783833	568.5753824412823
