subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail
sub-9717999	L	50.368860960006714	236.6595746576786	453.28271271288395	723.1264781206846	206.03086288273335	543.7244468778372	478.6152869015932
sub-9717999	R	51.591046556830406	265.32538229227066	451.8383115530014	745.1628547906876	240.51131108403206	560.2424703985453	507.72552566230297
