subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail
sub-6317665	L	73.33115056157112	343.0268265157938	495.83709278702736	694.1274867802858	177.69841434061527	569.9089620411396	469.9119385480881
sub-6317665	R	41.591354586184025	251.32585237920284	405.3953404277563	798.9021458402276	240.8076469451189	562.7980625927448	431.2464227974415
