subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail
sub-8001042	L	48.146719858050346	356.3227628879249	451.2458728849888	628.3887660242617	167.32836947590113	503.2813662700355	446.2089852690697
sub-8001042	R	41.99875409156084	281.91756273806095	417.24688147753477	687.2018361277878	177.9947197213769	550.1318282857537	475.72662813588977
