subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail	SRLM	Cyst
sub-7982706	L	4.128013651818037	252.56083524785936	337.785117094405	503.8816663948819	129.80042926501483	333.58510320447385	264.2728739809245	483.66559953801334	27.67209151480347
sub-7982706	R	0.0	237.3447849266231	312.0810320880264	370.4732251977548	183.96860840544105	293.17696957010776	201.39266602881253	410.8333586733788	25.288083630613983
