subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail	SRLM	Cyst
sub-8959211	L	3.504013219848275	252.51295267418027	341.65728899557143	626.2263626102358	135.86451258603483	426.7136098938063	301.5691377520561	538.0100297899917	17.720066853798926
sub-8959211	R	0.0	255.4169636303559	349.2013174574822	581.2581929555163	200.5767567306757	401.8815162079409	306.3211556803435	536.3540235422552	34.616130598820746
