subject	hemi	CA1	CA2	DG	CA3	Tail	Sub	SRLM	Cyst
sub-7982706	L	544.7538015637547	45.32014987897128	250.22482752241194	97.9843240454793	313.76103764399886	579.4819164136425	483.38559861201793	27.67209151480347
sub-7982706	R	397.273313828744	72.06423832476139	182.95260504540056	173.8885750696063	195.77664745599031	578.1139118894935	411.9133622450754	25.344083815813065
