subject	hemi	CA1	CA2	DG	CA3	Tail	Sub	SRLM	Cyst
sub-8253978	L	693.6146602369845	74.08785689435899	361.78330119140446	129.19175045751035	403.2472211010754	622.0547984596342	576.6868860907853	19.535962264984846
sub-8253978	R	630.2227826826274	82.55984053015709	292.8554343301803	165.80767973139882	340.1913428977132	660.2547246739268	552.2789332363755	23.83995395153761
