subject	hemi	CA1	CA2	DG	CA3	Tail	Sub	SRLM	Cyst
sub-7716381	L	553.2473178058863	54.97593221068382	304.407624643296	133.3838355280459	361.6715540327132	680.2631611861289	544.2473289035261	19.98397535830736
sub-7716381	R	604.5352545641363	62.54392287880182	332.79958963394165	204.09574833512306	312.11161514371634	680.3111611269414	611.4552460312843	10.007987659424543
