subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail	SRLM	Cyst
sub-8253978	L	6.551987344399095	280.23945869877934	363.7752973437309	675.214695777744	132.3517443537712	481.975069032982	337.96734719350934	576.9588855654001	19.479962373152375
sub-8253978	R	0.0959998145699501	273.12747243605554	364.8312953040004	601.2788385897875	175.31166137382388	404.72721824236214	350.47132304124534	551.7189343180507	23.87995387427509
