subject	hemi	Sub	CA1	CA2	CA3	CA4	DG	SRLM	Cyst
sub-7027863	L	461.9126672232524	777.2731227548793	144.6162088951096	336.0244853803888	101.43214651662856	118.56817126926036	540.6647809790447	35.328051030635834
sub-7027863	R	497.3687184387818	885.7372794291005	155.47222457639873	273.2003946322948	130.32018824480474	104.88015149720012	538.2727775238454	33.33604815322906
sub-6451366	L	523.0849800724536	1050.4979351582006	157.55909036379308	433.7494958331808	135.75921622104943	153.01511659752578	648.2282575825229	13.287923284806311
sub-6451366	R	503.9170907344669	1063.4658602904528	150.59113059192896	348.71798674575984	169.42302186973393	148.6791416304186	609.5804807078093	15.567910121753812
sub-8244977	L	488.6433794349432	1015.2710215672852	161.57711745984852	331.90629544854164	155.9290783982724	137.21694898605347	609.2842137813568	44.39230701513589
sub-8244977	R	492.9874094780535	1128.959807833657	131.00090599618852	300.85808072052896	172.68919431045651	143.60099313780665	652.5485129952431	21.008145291358232
sub-9578406	L	547.3326136469841	1094.9532297216356	170.3614360326901	445.6757567478344	168.60942126438022	175.36947824712843	699.7178981527686	40.56034189648926
sub-9578406	R	518.5163707453758	1129.857523941435	148.5052517997101	402.7393948230893	223.4498835327104	163.04137432947755	712.3500046329573	44.3203735910356
sub-9686611	L	455.4082867130637	883.1045559793711	116.06407307088377	314.45619797334075	121.9840767979622	128.6800810135901	578.8083644025028	20.05601262673736
sub-9686611	R	481.13630291074514	951.9605993293226	100.61606334522368	250.6641578115523	164.92010382935405	128.33608079701662	606.3763817586005	18.064011372625828
sub-7840988	L	572.9864285634831	918.5318931341172	144.48061237111688	400.38569700717926	155.976661096327	127.43254011403768	616.9466148857027	17.536074325442314
sub-7840988	R	608.9225808763877	1050.0284504732117	126.3845356721431	363.0415387265384	180.072763225995	140.2085942644626	722.587062635459	20.80008815973997
sub-7982706	L	416.4813773520291	765.2905309041962	119.5283952942118	311.121028913185	98.4643256329	96.32831856887788	500.3376546744257	28.176093181595206
sub-7982706	R	401.74532861821353	649.2741472246125	94.79231348913164	251.7288324963301	94.52831261605024	90.28029856737705	423.4094002638012	25.592084635980427
sub-8749907	L	534.3664701655507	1123.0207849107685	150.15157013200223	426.0467802733183	171.0235103778541	185.5914686713368	711.2459637783468	56.519838189706206
sub-8749907	R	513.9745285455137	1163.3086695708334	156.15955293178558	325.2390688750893	234.1673296038061	178.40748923830688	712.7819593809545	38.32789027132094
sub-9938814	L	495.75542862154543	962.4706564024092	146.60901394113898	372.63457712344825	207.6734362598509	158.80109826102853	661.4765747413039	23.64016349427402
sub-9938814	R	475.4352880883962	1103.1676294561476	137.48095081187785	343.282374124974	239.737658014521	171.18518390879035	716.7489570025355	22.648156633600596
sub-7130957	L	464.201967488043	961.6520758960396	161.55268472991884	331.4094046559185	208.30488288588825	138.68858782202005	618.0826197005808	26.640112912282348
sub-7130957	R	540.1702894745395	974.4521301481872	119.24050539266318	280.0571870030835	170.35272202827036	136.42457822617143	629.3306673746556	32.376137224026024
sub-7447784	L	442.2787852911279	988.8052842682227	153.11957946047187	421.3508427692577	141.39961164910346	146.35159804858267	662.6381800789386	15.535957330837846
sub-7447784	R	496.2546370476484	1010.5012246808036	114.04768677055836	330.9990909183398	202.1514447955415	146.76759690605104	672.2541536688805	27.55192432925105
sub-9745500	L	519.9104510257021	1129.8206339143217	174.79147924203426	461.39862535055727	148.61555722821504	170.02349344734102	681.333970095031	27.7279173899442
sub-9745500	R	529.3504229011014	1164.8445295672864	126.57562289200725	355.5189407989383	201.95139832422137	161.9755174247548	694.3179314117879	4.67198608070612
sub-7698204	L	495.7555440478027	838.0299908928573	100.94472163170576	258.73784966021776	163.70517029240727	109.55278316885232	517.4596992060542	15.120108090341091
sub-7698204	R	395.2028252184391	965.8309045135976	131.60894084349275	252.77780705317852	166.2651885934174	110.20078780129552	523.4037416987121	28.67220497131348
sub-6363167	L	543.2158993240446	783.6718547595665	109.2719797482714	465.679913694039	137.48797451891005	156.91197091899812	611.5118866665289	14.48799731489271
sub-6363167	R	549.5278981542215	1185.1277803564444	120.59197765029968	362.9919327255338	203.7999622290954	167.75196890998632	754.7998601105064	30.551994337700307
sub-7625176	L	438.909977003932	830.0601741392165	95.29556076973677	319.7745261155069	139.45535723119974	133.04738676641136	554.1094460338354	29.57586368080229
sub-7625176	R	430.1100175641477	987.8194470051676	118.91145192086697	299.1266212845221	186.5431401971728	137.33536700252444	592.3412698181346	59.75172459613532
sub-9572797	L	429.8936682343483	940.610898077488	171.87106776237488	356.1020684838295	118.91935497522354	120.54334616661072	533.6051056981087	23.071874856948853
sub-9572797	R	452.5495453476906	881.7552173137665	159.4071353673935	364.1980245709419	158.04714274406433	102.3434448838234	543.4450523257256	26.087858498096463
sub-8699817	L	507.6531282644719	978.1224668733776	114.6713513173163	336.3580972608179	155.2951215133071	158.9111010581255	623.10047519207	35.38379983790219
sub-8699817	R	536.5969645325094	1062.8899873532357	115.0313492808491	297.5343168824911	197.53488256782293	146.86316921189427	665.8202335312963	40.92776847630739
sub-8858912	L	603.9558100746945	944.1854497417808	115.3831995325163	303.57389396522194	90.87936952710152	119.807168841362	564.4600840751082	10.423927684314547
sub-8858912	R	555.2681478438899	1062.4326294055209	125.0871322117746	279.5580605743453	143.68700317572802	134.30306827649474	620.3076966339722	17.9198756814003
sub-7777200	L	519.8221487104893	859.5169389247894	108.40761391818523	325.5428406149149	121.39156767725945	138.99950496852398	577.4139436036348	9.583965867757795
sub-7777200	R	486.64626686275005	900.3247935920954	98.19165030121805	267.7670463770628	153.93545177578926	132.47952818870544	570.8219670802355	15.103946208953856
sub-8001042	L	546.1606617551297	684.232829050161	115.83214034792036	346.9764204137027	135.54416423197836	132.35216036438942	539.6166538260877	16.81602037511766
sub-8001042	R	425.9765161341056	813.376985527575	128.34415550809354	323.72039223555475	172.7762093441561	128.68815592490137	531.3846438517794	38.00804605241865
sub-9198294	L	423.6716255480424	699.9513813648373	107.55990493576974	334.3517044913024	112.55190052371472	125.80788880772889	475.191580013372	26.703976398333907
sub-9198294	R	480.8475750144571	804.3512890934944	106.01590630039571	257.47977243270725	155.36786268185824	120.92789312079547	491.3275657519698	50.071955745108426
sub-7307768	L	481.6010320559144	940.2740149777384	126.9522720547393	372.28079778607935	150.90432338323444	150.77632310893387	600.8652876354754	13.944029881618915
sub-7307768	R	475.5130190094933	958.2020533969626	115.55224762484433	300.96864496637136	197.4004230229184	148.96831923443824	594.1612732689828	29.41606303770095
sub-8517582	L	602.9850815888494	906.0576252173632	144.36025894246995	428.4007684327662	156.81628128513694	161.85629032552242	661.8571871891618	11.728021036833525
sub-8517582	R	560.8970060944557	1083.537943568081	129.20823176391423	353.6966344341636	226.19240572676063	168.67230255156755	667.0891965739429	71.49612824432552
