subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail	SRLM	Cyst
sub-7108358	R	0.0	183.791827082634	307.33537336438894	517.9015650451183	171.17473559081554	318.6745432689786	249.0802687704563	447.8590643182397	45.54264581948519
sub-8451275	L	9.28878965601325	301.0607353756204	420.956693851389	601.544497677125	89.87905350420624	412.38792844489217	293.0784797882661	595.4743594676256	22.125248461961743
sub-8451275	R	0.0095367450267076	259.1705828458071	352.0060273082927	599.2318370081484	160.49865042697638	406.0126143945381	295.0096706561744	548.7252353467047	33.974654157646
sub-6752784	L	1.5497221262194216	287.4996804804541	300.1787916608155	337.0335680101998	45.26619121292606	301.84772318135947	251.6128844129853	354.6717899944633	3.371241671498865
sub-6752784	R	0.31948117678985	237.5890912646428	342.8843650836497	422.9930780697614	112.52413149084896	351.2051808075048	183.7922757938504	434.7423559743911	6.451612420845777
sub-9646699	L	8.411400077864528	211.06701419875023	246.90129514271396	492.9919678289443	85.61126813944429	391.3685219902545	286.8220669408329	461.70670937607065	23.508051238022745
sub-9646699	R	0.0762938782572746	161.30910047283396	153.6797126471065	571.5317471274175	209.86538561619815	268.2921912590973	283.76077507575974	435.990904035978	18.1722481274046
sub-6276475	L	4.920958511531353	259.74268608540297	386.004372545518	574.4885276267305	83.47509661130607	387.42057862877846	288.20985887013376	547.7141264230013	14.066693419590592
sub-6276475	R	0.0	228.95331679377705	380.8593006134033	529.7993578882888	154.80992154590786	381.81297474354506	267.10028199944645	561.9810914099216	10.58101447392255
sub-7651278	L	4.625322241336107	273.87629716843367	362.4631390236318	422.3872881028801	75.98403084091842	378.7471343372017	242.7531236950308	486.8461603280157	0.0
sub-7651278	R	0.0762939751148223	248.2081429157406	376.5870611667633	495.3052548188716	111.00773379206656	405.178228341043	255.16996814496812	507.98435980826616	0.2670289129018783
sub-7716381	L	3.666878462769091	291.10437356773764	346.9420156991109	479.4836980802938	91.0091577898711	383.3914551911876	240.93632635474205	512.6715707732365	6.63280616607517
sub-7716381	R	0.2384186256676912	227.18910839874297	357.07003891747445	602.0213349284604	134.06279321294278	393.9534003082663	251.88927801791576	583.2101053632796	7.314683435484767
sub-8858710	L	6.475431534461677	202.45021845260635	203.84734764229503	387.1955199041404	75.43543952517211	328.9309411710128	175.62819902598858	379.2228236407973	3.337851306423545
sub-8858710	R	0.0	134.73475216329098	166.859186808113	324.8587625771761	291.9523170548491	287.6417205105536	168.27062107482925	369.9340602909215	2.28404396539554
sub-7101546	L	6.957068405579776	205.62690942687917	256.753494378645	523.6350307678804	85.23958520777524	445.524175694678	245.69561800267547	449.1767558171414	0.1668933476321399
sub-7101546	R	0.0	166.3926675892435	193.22434950713068	549.4129004050046	140.89136407105252	410.8246645312756	223.60370715754107	487.419174331706	4.115113114472479
sub-7137567	L	5.979546722956002	271.2206045095809	458.1410443340428	583.0916363024153	104.3845752091147	455.2990907081403	304.4180560926907	614.1576226660982	14.510175979230551
sub-7137567	R	0.6437311065383255	262.69951201044023	436.4544586115517	602.4226430128329	153.7659036484547	425.3679784433916	306.71641456196085	597.3729301104322	5.178459123708308
sub-9717999	L	5.798335880041122	187.17276175925508	295.58161556907	490.2883992777206	84.7625152990222	392.85632934607565	251.90813010418788	457.16254454199225	5.130764314904809
sub-9717999	R	0.8010858781635761	197.9063588529825	302.9153660489246	522.3652129825205	138.07764151180163	410.4563768240623	298.31389061780646	518.5266764829867	12.793532209005209
sub-9436688	L	7.123950622044504	263.2047031028196	338.2970554428175	487.9333971231245	105.6004086183384	439.23399437684566	339.52729591168463	521.393076851964	13.246542722918091
sub-9436688	R	0.3242494259029627	259.7810106351972	338.08724699076265	455.32725632423535	170.99865679861978	406.4704972389154	263.40974318096414	508.3801844506525	21.10959130106494
sub-8854398	L	7.309908638242632	284.4999275878072	441.4746127612889	514.3781960424967	83.38445685384795	380.5491707059555	347.552061914932	540.6900524455123	4.863735688850284
sub-8854398	R	0.5102154104970396	312.95278136758134	475.6352034229785	509.1902113077231	141.30105849774554	419.44475111179054	368.523345796857	584.1871082824655	11.520377866923807
sub-9086990	L	6.527898783329874	238.74275842495263	223.05958888633177	303.0966824423522	163.1927012130618	325.417423278559	42.71982848783955	362.9206547839567	17.590517612639815
sub-9086990	R	0.0429153316654264	229.45874167466536	239.91577749047428	419.0777504532598	167.7989468118176	346.0835396605544	194.55904029030356	434.57972192484885	40.22120251087472
sub-8434376	L	3.709797075949609	211.0864999461919	320.8020795355551	497.7708441624418	62.49911346333101	341.66372761689126	242.51010242756456	470.9677987075411	12.626661513000728
sub-8434376	R	0.1716615613549947	206.27520785154772	295.944531776011	572.9013875154778	137.15758752264082	329.4423781237565	286.5794399287552	506.7687710034661	5.989081140607595
sub-9329687	L	0.8869172874838114	147.34271066263318	220.9377720337361	399.9949282826856	100.48391397390516	309.0811379430816	4.749299023300409	312.74801640585065	0.0095367450267076
sub-9329687	R	0.0	173.74995764158666	231.8859553243965	378.89964828360826	171.732936068438	248.3129986329004	47.035226471722126	347.4331580679864	0.0
sub-9573597	L	7.891659592278302	182.36647801008075	258.8988867448643	308.41368626523763	104.9757618876174	237.66531564854083	260.49152378644794	306.03426745161414	2.384187187999487
sub-9573597	R	0.176429851911962	237.55564303789288	303.1207907078788	562.8970583379269	181.01702806167305	404.353378710337	236.84038688149303	507.7937240488827	34.89973205793649
sub-6166973	L	6.504057567566633	227.89473850931967	283.3747310303152	494.0413463786245	90.70871488843112	458.4597645830363	259.83805349841714	512.871642078273	11.23428125306964
sub-6166973	R	0.0047683706507086	235.6385724460706	339.53183218371123	498.909852812998	202.72727821487933	426.759636497125	265.684075916186	540.0132078221068	21.48627815209329
